,event_num,complaint_num,shift,tencode,tencode_desc,tencode_suffix,tencode_suffix_desc,disposition_code,disposition_desc,block,st_name,unit_disp,sector,zone,RPA,lat,lng,map_loc,call_date,call_time
217,PD202000175644,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,,E,227K,1943.0,,,,03/03/2020,07:04:54 AM
218,PD202000176659,,,45,,P,PROGRESS,3,,,,115A,W,123,4701.0,,,,03/03/2020,03:26:37 PM
219,PD202000176415,,,96,,,,4,,,,5252,MT,833,8623.0,,,,03/03/2020,01:22:21 PM
220,PD202000358599,,,70,,A,ALARM,12,,,,115C,W,117,6205.0,,,,05/03/2020,09:35:57 PM
221,PD202000175686,,,43,,P,PROGRESS,4C,,,,125A,W,123N,4711.0,,,,03/03/2020,07:20:28 AM
222,PD202000176105,,,88,,PW,,9,,2700.0,WHITES CREEK PKE,612A,,233W,0.0,36.219,-86.804,POINT (-86.804 36.219),03/03/2020,10:43:42 AM
223,PD202000175941,,,54,,P,PROGRESS,10,,1200.0,E OLD HICKORY BLVD,710A,,225Z,0.0,36.262,-86.681,POINT (-86.681 36.262),03/03/2020,09:23:36 AM
224,PD202000357972,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,S NEW HOPE RD,726C9,,523,9545.0,36.157,-86.586,POINT (-86.586 36.157),05/03/2020,06:09:09 PM
225,PD202000358759,,,83,,R,REPORT,5,,,,223C,E,223K,,,,,05/03/2020,11:07:15 PM
226,PD202000360923,20200316848.0,,44,,R,REPORT,1,,600.0,GLENN CIR,727B,M,727,1721.0,36.295,-86.689,POINT (-86.689 36.295),05/04/2020,04:03:15 PM
227,PD202000358887,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,N,613,4459.0,,,,05/04/2020,12:35:34 AM
228,PD202000358638,,,43,,P,PROGRESS,4,,400.0,TUSCULUM RD,835C,,316W,0.0,36.059,-86.71799999999999,POINT (-86.718 36.059),05/03/2020,09:51:34 PM
229,PD202000177460,,,43,,P,PROGRESS,4,,,,225B,E,225K,1805.0,,,,03/03/2020,08:56:22 PM
230,PD202000176004,,,88,,P,PROGRESS,4,,,,625C,N,615K,5415.0,,,,03/03/2020,09:57:07 AM
231,PD202000176041,,,71,,A,ALARM,13,,400.0,BRICK CHURCH PARK DR,623C,,233X,0.0,36.224000000000004,-86.78399999999999,POINT (-86.784 36.224),03/03/2020,10:14:43 AM
232,PD202000356678,,,96,,,,12,,200.0,SHELBY AV,413A,,,,,,,05/03/2020,07:37:26 AM
233,PD202000177296,,,70,,A,ALARM,12,,,,117B,W,117,6001.0,,,,03/03/2020,08:04:11 PM
234,PD202000176435,,,71,,A,ALARM,7A,,,,227A,E,221,,,,,03/03/2020,01:33:35 PM
235,PD202000177931,,,40,,P,PROGRESS,11,,,,212B,E,211,1111.0,,,,03/03/2020,11:35:55 PM
236,PD202000357600,,,70,,A,ALARM,13,,,,713B,M,723,,,,,05/03/2020,04:47:28 PM
237,PD202000175515,,,50,,TV,,6,,1500.0,PORTER RD,217A,,212X,0.0,36.193000000000005,-86.727,POINT (-86.727 36.193),03/03/2020,05:58:56 AM
238,PD202000359279,,,46,,P,PROGRESS,6,,,CENTRAL PKE,513C,,521,9503.0,,,,05/04/2020,05:32:05 AM
239,PD202000357696,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,55S89,MT,833,8611.0,,,,05/03/2020,05:01:13 PM
240,PD202000356651,,,43,,P,PROGRESS,15,,300.0,1ST AV S,2911,,,0.0,,,,05/03/2020,07:09:36 AM
241,PD202000358269,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,623B,N,613,4463.0,,,,05/03/2020,07:26:04 PM
242,PD202000175070,,,71,,A,ALARM,11,,1700.0,GALLATIN PKE N,,M,727,1721.0,,,,03/03/2020,01:00:43 AM
243,PD202000356342,,,96,,,,15,,,,421C,C,421K,4105.0,,,,05/03/2020,03:04:32 AM
244,PD202000176959,,,44,,R,REPORT,11,,1000.0,LANGLEY CT,832B,,,,,,,03/03/2020,05:59:11 PM
245,PD202000361834,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,211B,E,215,1319.0,,,,05/04/2020,10:01:50 PM
246,PD202000356137,,,96,,,,12,,,,117C,W,121N,4915.0,,,,05/03/2020,01:02:07 AM
247,PD202000177076,20200152475.0,,43,,P,PROGRESS,6,,,,121B,W,123P,4703.0,,,,03/03/2020,06:42:14 PM
248,PD202000359641,20200315825.0,,43,,PV,,1,,,,323A,,,,,,,05/04/2020,08:16:41 AM
249,PD202000357666,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,CHANDLER RD,523C,,,,,,,05/03/2020,04:56:40 PM
250,PD202000360503,,,96,,,,4,,,,811A,MT,811N,6629.0,,,,05/04/2020,01:40:13 PM
251,PD202000359202,,,43,,P,PROGRESS,4,,,,615C,N,615K,5327.0,,,,05/04/2020,04:36:07 AM
252,PD202000176576,,,54,,P,PROGRESS,11,,1600.0,BUCHANAN ST,624A,,412Y,0.0,36.18,-86.81,POINT (-86.81 36.18),03/03/2020,02:43:57 PM
253,PD202000361337,,,43,,P,PROGRESS,4,,300.0,DELLWAY VILLA RD,222B,,217V,0.0,36.213,-86.76100000000001,POINT (-86.761 36.213),05/04/2020,06:27:49 PM
254,PD202000356625,,,43,,PM,,10,,600.0,DENVER DR,520A,,,,,,,05/03/2020,06:46:05 AM
255,PD202000175078,,,43,,P,PROGRESS,11,,,,,N,617N,4307.0,,,,03/03/2020,01:03:03 AM
256,PD202000177453,,,40,,PV,,9,,4900.0,LINBAR DR,321B,,315Z,0.0,36.084,-86.706,POINT (-86.706 36.084),03/03/2020,08:53:32 PM
257,PD202000177609,,,43,,P,PROGRESS,4,,2000.0,GALLATIN PKE N,721B,N,639K,,,,,03/03/2020,09:38:31 PM
258,PD202000360500,,,49,,P,PROGRESS,9,,,,616B,N,615N,5311.0,,,,05/04/2020,01:38:04 PM
259,PD202000360596,,,43,,PM,,4,,,,4F81,N,613,,,,,05/04/2020,02:15:14 PM
260,PD202000175242,,,71,,A,ALARM,12,,,,815C,MT,811K,6719.0,,,,03/03/2020,02:13:21 AM
261,PD202000175140,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,622C,N,613,4467.0,,,,03/03/2020,01:34:12 AM
262,PD202000177293,,,93,,,,9T,,,,313B,S,313K,8315.0,,,,03/03/2020,08:03:31 PM
263,PD202000360819,,,43,,P,PROGRESS,15,,,,411B,TE,411,4119.0,,,,05/04/2020,03:25:48 PM
264,PD202000177722,,,43,,PM,,5,,,,413B,C,425,4005.0,,,,03/03/2020,10:20:17 PM
265,PD202000356431,,,96,,,,12,,,,5281,MT,811,6719.0,,,,05/03/2020,03:59:54 AM
266,PD202000175603,,,71,,A,ALARM,6A,,,,321A,S,321K,8707.0,,,,03/03/2020,06:48:14 AM
267,PD202000360266,,,96,,,,12,,3500.0,CENTRAL PKE,55S62,H,521,9505.0,36.186,-86.62899999999999,POINT (-86.629 36.186),05/04/2020,12:07:20 PM
268,PD202000357886,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,831N,8661.0,,,,05/03/2020,05:46:54 PM
269,PD202000356470,,,43,,P,PROGRESS,10,,2000.0,WILLIAMS VALLEY DR,720C,,,,,,,05/03/2020,04:30:39 AM
270,PD202000358829,,,43,,P,PROGRESS,10,,400.0,OLD HICKORY BLVD,110C,,,0.0,,,,05/03/2020,11:50:25 PM
271,PD202000359957,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,823,6503.0,,,,05/04/2020,10:20:08 AM
272,PD202000175089,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,227C,E,215,1355.0,,,,03/03/2020,01:06:54 AM
273,PD202000360384,,,3,,,,11,,,,1E13,C,411K,4221.0,,,,05/04/2020,12:49:29 PM
274,PD202000175837,,,92,,P,PROGRESS,4,,,,4B45,N,621,3001.0,,,,03/03/2020,08:35:25 AM
275,PD202000361364,20200317165.0,,44,,P,PROGRESS,1,,,,511B,,,,,,,05/04/2020,06:37:37 PM
276,PD202000357795,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,6C60,N,611,4439.0,,,,05/03/2020,05:19:12 PM
277,PD202000359692,,,96,,,,12,,100.0,GALLATIN PKE S,7F63,,,,,,,05/04/2020,08:33:13 AM
278,PD202000177286,,,43,,P,PROGRESS,4,,,,3F72,H,515,9211.0,,,,03/03/2020,08:01:31 PM
279,PD202000358634,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,830C,MT,831,8513.0,,,,05/03/2020,09:50:00 PM
280,PD202000356290,,,44,,P,PROGRESS,4,,,,625C,N,617N,4341.0,,,,05/03/2020,02:32:25 AM
281,PD202000356398,,,43,,P,PROGRESS,14,,,,613C,N,613N,4471.0,,,,05/03/2020,03:31:18 AM
282,PD202000177779,,,93,,,,9T,,,,8T81,S,311K,8101.0,,,,03/03/2020,10:39:49 PM
283,PD202000176096,,,87,,P,PROGRESS,6T,,,,310A1,H,515N,9303.0,,,,03/03/2020,10:39:54 AM
284,PD202000356153,,,96,,,,12,,,,511C,H,517N,,,,,05/03/2020,01:10:32 AM
285,PD202000175241,,,73,,P,PROGRESS,11,,,,,E,213K,1209.0,,,,03/03/2020,02:13:17 AM
286,PD202000360533,,,43,,P,PROGRESS,4,,4800.0,FRANKLIN PKE,8E83,,118S,0.0,36.080999999999996,-86.773,POINT (-86.773 36.081),05/04/2020,01:51:57 PM
287,PD202000358216,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4C,,,,210A,MT,835,8651.0,,,,05/03/2020,07:13:24 PM
288,PD202000357604,,,71,,A,ALARM,12,,,,711B,M,727,,,,,05/03/2020,04:48:03 PM
289,PD202000358936,,,43,,P,PROGRESS,5,,,,515C,H,513,9039.0,,,,05/04/2020,01:17:55 AM
290,PD202000357115,,,43,,P,PROGRESS,4,,,,221A,E,227,1943.0,,,,05/03/2020,12:50:58 PM
291,PD202000177403,,,43,,P,PROGRESS,4,,,,122B,W,125K,4815.0,,,,03/03/2020,08:36:40 PM
292,PD202000357810,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,3521,TE,811,6619.0,,,,05/03/2020,05:22:37 PM
293,PD202000360649,,,93,,,,3T,,,,5192,H,515,92901.0,,,,05/04/2020,02:37:35 PM
294,PD202000359288,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,835C,MT,833,8613.0,,,,05/04/2020,05:34:54 AM
295,PD202000359166,,,43,,P,PROGRESS,6,,400.0,FOREST PARK RD,715C,713,713,1607.0,,,,05/04/2020,04:10:17 AM
296,PD202000360840,,,40,,TS,TERRY STOP,9S,,,,421B,C,421,4091.0,,,,05/04/2020,03:34:17 PM
297,PD202000361082,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,7T83,M,725,2103.0,,,,05/04/2020,04:58:48 PM
298,PD202000360838,,,50,,RT,,10,,,,TE23,N,625N,3165.0,,,,05/04/2020,03:33:34 PM
299,PD202000357630,,,70,,A,ALARM,11,,,,,H,515,,,,,05/03/2020,04:52:28 PM
300,PD202000360479,,,87,,P,PROGRESS,6,,,,833A,MT,833N,8611.0,,,,05/04/2020,01:30:33 PM
301,PD202000177670,,,92,,P,PROGRESS,4,,,DODSON CHAPEL RD,526B,,521,9503.0,36.175,-86.61399999999999,POINT (-86.614 36.175),03/03/2020,09:59:30 PM
302,PD202000176201,,,88,,P,PROGRESS,10,,,,,W,123K,5009.0,,,,03/03/2020,11:33:45 AM
303,PD202000176905,,,70,,R,REPORT,11,,,,,H,525,9711.0,,,,03/03/2020,05:26:14 PM
304,PD202000176406,,,43,,P,PROGRESS,11,,,,835A,MT,831,8607.0,,,,03/03/2020,01:18:51 PM
305,PD202000361604,20200317366.0,,43,,P,PROGRESS,1,,,,727B,M,725,2135.0,,,,05/04/2020,08:30:43 PM
306,PD202000176508,20200152105.0,,43,,R,REPORT,1,,,,SAPR,C,415N,4101.0,,,,03/03/2020,02:10:34 PM
307,PD202000358690,,,71,,A,ALARM,13,,,,243A,M,723,,,,,05/03/2020,10:18:48 PM
308,PD202000177104,20200152507.0,,53,,P,PROGRESS,6,,,,411B,,,,,,,03/03/2020,06:52:59 PM
309,PD202000357778,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,513B,H,515,9319.0,,,,05/03/2020,05:15:55 PM
310,PD202000175053,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,223C,E,215,1307.0,,,,03/03/2020,12:56:58 AM
311,PD202000360071,,,95,,,,12,,300.0,OLD LEBANON DIRT RD,5F63,,,,,,,05/04/2020,11:00:52 AM
312,PD202000358049,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,831N,8607.0,,,,05/03/2020,06:30:20 PM
313,PD202000358465,,,71,,A,ALARM,13,,,,804,H,515N,9317.0,,,,05/03/2020,08:35:46 PM
314,PD202000361814,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,N,625,3157.0,,,,05/04/2020,09:54:23 PM
315,PD202000356055,,,92,,P,PROGRESS,4,,,,825B,C,421,4093.0,,,,05/03/2020,12:23:02 AM
316,PD202000177390,,,43,,P,PROGRESS,4,,5500.0,OLD HICKORY BLVD,525C,523,523,9557.0,,,,03/03/2020,08:33:30 PM
317,PD202000177704,,,96,,,,12,,,,5273,N,617,4335.0,,,,03/03/2020,10:10:42 PM
318,PD202000358421,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,3118,S,333N,8867.0,,,,05/03/2020,08:18:24 PM
319,PD202000360707,,,43,,P,PROGRESS,4,,,,2F75,E,211N,1021.0,,,,05/04/2020,02:55:21 PM
320,PD202000356920,,,40,,P,PROGRESS,4,,,,213A,E,215N,1341.0,,,,05/03/2020,10:54:05 AM
321,PD202000175540,,,87,,L,,4,,,,5122,H,517,9103.0,,,,03/03/2020,06:19:13 AM
322,PD202000176642,,,43,,P,PROGRESS,4,,,OLD HICKORY BLVD,502,,521,9561.0,,,,03/03/2020,03:19:08 PM
323,PD202000357420,,,43,,P,PROGRESS,5,,,,611B,N,611N,4493.0,,,,05/03/2020,03:47:28 PM
324,PD202000359952,,,96,,,,4,,,,3E41,S,335K,8927.0,,,,05/04/2020,10:17:25 AM
325,PD202000357317,,,65,,P,PROGRESS,11,,700.0,YOWELL AV,,M,713,1611.0,36.258,-86.696,POINT (-86.696 36.258),05/03/2020,02:58:06 PM
326,PD202000174963,,,96,,,,12,,,,221C,E,221N,1953.0,,,,03/03/2020,12:34:38 AM
327,PD202000356863,20200313458.0,,35,,P,PROGRESS,11,,,,421A,C,411N,,,,,05/03/2020,09:55:18 AM
328,PD202000359055,,,96,,,,5,,,,125C,W,125K,4815.0,,,,05/04/2020,02:53:07 AM
329,PD202000176923,20200152831.0,,50,,R,REPORT,1,,,,331B,,,,,,,03/03/2020,05:39:04 PM
330,PD202000175385,,,83,,P,PROGRESS,11,,,,330C,S,333N,8867.0,,,,03/03/2020,03:58:09 AM
331,PD202000360258,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,303,S,335K,8997.0,,,,05/04/2020,12:03:17 PM
332,PD202000361894,,,87,,B,BANK/SECURITY ESCORT,4,,,,123C,W,125,4809.0,,,,05/04/2020,10:26:21 PM
333,PD202000358053,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,822B,MT,825K,6407.0,,,,05/03/2020,06:31:39 PM
334,PD202000358106,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,110B,W,113,5209.0,,,,05/03/2020,06:43:28 PM
335,PD202000358892,,,93,,,,2T,,,,5920,S,311,8133.0,,,,05/04/2020,12:39:24 AM
336,PD202000358114,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,2600.0,MOUNTAIN LAUREL DR,326B,,,,,,,05/03/2020,06:44:42 PM
337,PD202000358487,,,43,,P,PROGRESS,11,,,,120B,W,125N,4817.0,,,,05/03/2020,08:43:35 PM
338,PD202000175311,,,73,,P,PROGRESS,5,,,,616C,N,617,4325.0,,,,03/03/2020,02:59:15 AM
339,PD202000359568,,,71,,A,ALARM,13,,2700.0,LEBANON PKE,5F65,,331Z,0.0,36.168,-86.665,POINT (-86.665 36.168),05/04/2020,07:49:07 AM
340,PD202000360701,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,330B,S,331,8759.0,,,,05/04/2020,02:53:50 PM
341,PD202000359398,,,71,,A,ALARM,11,,,,,H,513N,9037.0,,,,05/04/2020,06:34:36 AM
342,PD202000176372,,,70,,A,ALARM,12,,,,7F64,M,721,2045.0,,,,03/03/2020,01:09:26 PM
343,PD202000359717,,,71,,A,ALARM,12,,300.0,WILLIAMS AV,721A,M,723,1765.0,,,,05/04/2020,08:43:29 AM
344,PD202000359890,,,43,,P,PROGRESS,4,,,,4M74,C,413,1003.0,,,,05/04/2020,09:51:56 AM
345,PD202000358777,,,96,,,,15,,,,415C,C,415N,4135.0,,,,05/03/2020,11:18:41 PM
346,PD202000175180,,,70,,A,ALARM,12,,,,627C,N,627,3211.0,,,,03/03/2020,01:55:49 AM
347,PD202000177569,,,43,,P,PROGRESS,4,,,,225C,E,213,1225.0,,,,03/03/2020,09:23:42 PM
348,PD202000177936,,,71,,A,ALARM,12,,,,222B,E,211K,1113.0,,,,03/03/2020,11:36:47 PM
349,PD202000175526,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,HARPER RD,625C,,627,2317.0,36.187,-86.819,POINT (-86.819 36.187),03/03/2020,06:05:27 AM
350,PD202000360994,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,335N,8999.0,,,,05/04/2020,04:27:19 PM
351,PD202000176845,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,300.0,MONACO DR,521A,521,523,9719.0,,,,03/03/2020,04:57:58 PM
352,PD202000359201,,,40,,P,PROGRESS,4,,,,223C,E,223,1823.0,,,,05/04/2020,04:31:54 AM
353,PD202000176081,,,93,,,,9T,,,LEBANON PKE,330A,,,,,,,03/03/2020,10:35:49 AM
354,PD202000361198,,,96,,,,12,,,,55S62,MT,811N,6631.0,,,,05/04/2020,05:37:59 PM
355,PD202000177134,,,43,,P,PROGRESS,4,,,,324B,S,333N,8863.0,,,,03/03/2020,07:02:22 PM
356,PD202000357700,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,121B,W,121N,4919.0,,,,05/03/2020,05:01:54 PM
357,PD202000362038,,,96,,,,12,,,,831C,MT,831,8609.0,,,,05/04/2020,11:43:19 PM
358,PD202000356149,,,96,,,,12,,,,811C,MT,811K,5521.0,,,,05/03/2020,01:08:37 AM
359,PD202000360217,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,824A,MT,825,6411.0,,,,05/04/2020,11:51:52 AM
360,PD202000359662,,,71,,A,ALARM,12,,1900.0,GALLATIN PKE N,727A,M,727,1731.0,,,,05/04/2020,08:24:13 AM
361,PD202000358506,,,46,,P,PROGRESS,1T,,5700.0,OLD HICKORY BLVD,517B,523,523,9557.0,,,,05/03/2020,08:51:00 PM
362,PD202000361808,,,71,,A,ALARM,12,,,,511C,H,513K,9001.0,,,,05/04/2020,09:52:26 PM
363,PD202000357949,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,TYLER DR,3611,,521,9507.0,36.196999999999996,-86.61,POINT (-86.61 36.197),05/03/2020,06:02:31 PM
364,PD202000176177,,,44,,R,REPORT,6,,300.0,HERITAGE CT,723A,723,723,1765.0,,,,03/03/2020,11:18:33 AM
365,PD202000358715,,,83,,P,PROGRESS,5,,,,727B,M,713,1633.0,,,,05/03/2020,10:34:23 PM
366,PD202000175056,,,71,,A,ALARM,13,,,,5D56B,H,513,,,,,03/03/2020,12:57:22 AM
367,PD202000357637,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,823B,MT,833,7103.0,,,,05/03/2020,04:53:22 PM
368,PD202000176688,,,43,,P,PROGRESS,4,,,,5F64,H,515,9209.0,,,,03/03/2020,03:37:57 PM
369,PD202000176974,,,43,,P,PROGRESS,4,,,,824B,MT,825N,8529.0,,,,03/03/2020,06:04:39 PM
370,PD202000175609,,,87,,P,PROGRESS,6,,,,225A,E,227,,,,,03/03/2020,06:50:52 AM
371,PD202000175536,,,87,,B,BANK/SECURITY ESCORT,11,,,,515C,H,515,9203.0,,,,03/03/2020,06:15:33 AM
372,PD202000357175,,,96,,,,12,,,,117A,W,117N,6209.0,,,,05/03/2020,01:26:54 PM
373,PD202000358227,,,44,,P,PROGRESS,11,,1000.0,PATRICIA DR,533B,,,,,,,05/03/2020,07:15:58 PM
374,PD202000357521,,,87,,P,PROGRESS,6,,500.0,ARBOR RIDGE DR,331B,,331,8753.0,36.045,-86.665,POINT (-86.665 36.045),05/03/2020,04:34:36 PM
375,PD202000357294,,,3,,,,4,,,,222B,H,513N,8217.0,,,,05/03/2020,02:46:07 PM
376,PD202000358237,,,15,,P,PROGRESS,15,,0.0,VAUGHN RD,2932,,137Y,0.0,36.051,-86.90100000000001,POINT (-86.901 36.051),05/03/2020,07:19:04 PM
377,PD202000176751,,,57,,P,PROGRESS,4,,,,811A,MT,813K,5625.0,,,,03/03/2020,04:08:49 PM
378,PD202000360078,,,87,,P,PROGRESS,4,,,,121A,W,121K,49024.0,,,,05/04/2020,11:03:18 AM
379,PD202000359881,,,15,,P,PROGRESS,15,,,,2E12,E,211N,1021.0,,,,05/04/2020,09:49:59 AM
380,PD202000361886,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,,MT,815,5911.0,,,,05/04/2020,10:23:15 PM
381,PD202000358336,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,122C,W,121,,,,,05/03/2020,07:45:18 PM
382,PD202000359750,,,88,,PW,,10,,,,531A,H,533,8957.0,,,,05/04/2020,08:57:05 AM
383,PD202000358046,,,87,,P,PROGRESS,4,,,,113B,W,113N,5205.0,,,,05/03/2020,06:29:49 PM
384,PD202000361370,,,96,,,,12,,2300.0,GALLATIN PKE N,5124,M,727,1721.0,,,,05/04/2020,06:39:59 PM
385,PD202000175252,,,70,,A,ALARM,12A,,,,220C1,E,213,1241.0,,,,03/03/2020,02:16:57 AM
386,PD202000174981,,,70,,P,PROGRESS,13,,,,113C,W,113N,5205.0,,,,03/03/2020,12:41:07 AM
387,PD202000358410,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,225B,E,221,1911.0,,,,05/03/2020,08:13:47 PM
388,PD202000175440,,,43,,P,PROGRESS,12,,,,833C,MT,833N,8623.0,,,,03/03/2020,05:05:21 AM
389,PD202000176898,,,43,,P,PROGRESS,5,,,,723B,M,723,20044.0,,,,03/03/2020,05:23:20 PM
390,PD202000360096,,,15,,P,PROGRESS,15,,,,1E21,N,615K,5327.0,,,,05/04/2020,11:09:03 AM
391,PD202000356917,,,43,,P,PROGRESS,4,,,,615A,N,611,4431.0,,,,05/03/2020,10:51:12 AM
392,PD202000361689,,,87,,P,PROGRESS,11,,1000.0,HICKORY HILL LN,521C,Hermit,521,9601.0,36.188,-86.63,POINT (-86.63 36.188),05/04/2020,09:15:22 PM
393,PD202000357387,,,44,,P,PROGRESS,11,,,,525B,N,617,4337.0,,,,05/03/2020,03:30:58 PM
394,PD202000359802,,,43,,P,PROGRESS,4C,,,,220A,E,215,1365.0,,,,05/04/2020,09:20:20 AM
395,PD202000357716,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,335B,S,331,8757.0,,,,05/03/2020,05:04:06 PM
396,PD202000360846,,,75,,P,PROGRESS,4,,600.0,BELL RD,323B,,327W,0.0,36.059,-86.641,POINT (-86.641 36.059),05/04/2020,03:35:47 PM
397,PD202000356711,,,71,,A,ALARM,11,,,,511A,H,515N,9307.0,,,,05/03/2020,07:59:32 AM
398,PD202000359621,,,43,,P,PROGRESS,15,,300.0,1ST AV S,2911,,,0.0,,,,05/04/2020,08:09:15 AM
399,PD202000177013,,,43,,P,PROGRESS,4,,,,725B,M,727,1751.0,,,,03/03/2020,06:19:26 PM
400,PD202000177434,,,43,,P,PROGRESS,9,,,,4F82,C,421Q,4093.0,,,,03/03/2020,08:49:16 PM
401,PD202000361070,,,44,,P,PROGRESS,11,,,,,C,425,4005.0,,,,05/04/2020,04:55:16 PM
402,PD202000360588,20200316332.0,,43,,R,REPORT,1,,,,212A,E,211,1009.0,,,,05/04/2020,02:11:02 PM
403,PD202000177747,,,96,,,,12,,,,216C,E,213N,1263.0,,,,03/03/2020,10:30:57 PM
404,PD202000359820,,,15,,P,PROGRESS,15,,,,2E16,E,211N,,,,,05/04/2020,09:28:29 AM
405,PD202000177857,,,15,,P,PROGRESS,15,,4100.0,HUNTING DR,513C,H,521,9561.0,36.179,-86.613,POINT (-86.613 36.179),03/03/2020,11:05:24 PM
406,PD202000175354,,,71,,A,ALARM,13,,,,315A,C,415N,4137.0,,,,03/03/2020,03:33:30 AM
407,PD202000358811,,,43,,P,PROGRESS,6,,2000.0,ROSA L PARKS BLVD,615C,,,,,,,05/03/2020,11:40:35 PM
408,PD202000357908,,,45,,P,PROGRESS,4,,,,335B,S,333,8865.0,,,,05/03/2020,05:51:07 PM
409,PD202000360478,,,15,,P,PROGRESS,15,,,,2932,MT,813P,5623.0,,,,05/04/2020,01:30:19 PM
410,PD202000360207,,,43,,P,PROGRESS,11,,,,,MT,813,5509.0,,,,05/04/2020,11:49:35 AM
411,PD202000358060,,,43,,PM,,6,,3000.0,HAMILTON CHURCH RD,331B,,,,,,,05/03/2020,06:33:11 PM
412,PD202000177057,,,44,,P,PROGRESS,9S,,,,813B,MT,813K,5625.0,,,,03/03/2020,06:34:00 PM
413,PD202000360294,,,44,,P,PROGRESS,6,,,,221A,E,217K,1441.0,,,,05/04/2020,12:17:09 PM
414,PD202000361235,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,117,,,,,05/04/2020,05:52:13 PM
415,PD202000361143,,,87,,P,PROGRESS,4,,,,425B,C,423,4017.0,,,,05/04/2020,05:21:51 PM
416,PD202000359215,,,43,,P,PROGRESS,4,,400.0,DONELSON PKE,517C,,,,,,,05/04/2020,04:48:05 AM
417,PD202000361318,,,43,,P,PROGRESS,4,,,,425B,C,423,4009.0,,,,05/04/2020,06:21:28 PM
418,PD202000360808,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,831B,MT,831,8501.0,,,,05/04/2020,03:22:33 PM
419,PD202000358003,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,533B,H,531K,8885.0,,,,05/03/2020,06:18:05 PM
420,PD202000177419,,,70,,A,ALARM,6,,,,317B,S,313K,8323.0,,,,03/03/2020,08:43:04 PM
421,PD202000357887,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,535B,H,531K,,,,,05/03/2020,05:47:08 PM
422,PD202000357567,,,71,,A,ALARM,12,,,,5M76,H,513,,,,,05/03/2020,04:43:05 PM
423,PD202000357406,,,45,,P,PROGRESS,10,,,,533B,S,323,8841.0,,,,05/03/2020,03:39:20 PM
424,PD202000361668,,,44,,P,PROGRESS,4,,,,722B,M,723K,2009.0,,,,05/04/2020,09:04:34 PM
425,PD202000357557,,,71,,A,ALARM,11,,,,115C,W,115,,,,,05/03/2020,04:41:32 PM
426,PD202000360204,,,15,,P,PROGRESS,15,,,,2913,MT,813Q,5623.0,,,,05/04/2020,11:48:50 AM
427,PD202000360622,,,15,,P,PROGRESS,15,,,,2E11,E,211K,1111.0,,,,05/04/2020,02:27:25 PM
428,PD202000357734,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,517B,H,513,9039.0,,,,05/03/2020,05:07:16 PM
429,PD202000357688,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,55S61,MT,833,6313.0,,,,05/03/2020,04:59:54 PM
